,body
9222,"He didn't serve in Vietnam, he didn't even serve outside the USA, but said 'we were harassed & insulted when we returned from Vietnam'. Further he was a Marine Corps reservist with a plumb assignment in Washington DC on projects like Toys for Tots.

The Marine Corps Reserve was never mobilized during the Vietnam War although several hundred Marine reservists did volunteer to go. Blumenthal was not one of them. In fact Blumenthal used his privilege in receiving 4 draft deferments so he could continue his college studies. He was in the process of requesting a 5th deferment when he enlisted in the Reserves out of necessity to avoid going to Vietnam.

What makes him different than thousands of other American boys of that era? Unlike the Vietnam era, today it is politically correct to honor one's military service. So, the career politician has set himself apart and attempts to cash in by lying about his."
9223,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9224,
9225,"You mean the one who shot after rioters knocked him down, tried to hit him with a skateboard, were getting ready to kick him in the head, and pulled a gun on him? That teenager?"
9226,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9227,I think we all know that a vote for Biden is a vote for 'bomber' Harris. And a vote for 'bomber' Harris is a vote for feudalism - because the Democrat party wants absolute power over you.
9228,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9229,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9230,Before and After
9231,
9232,"It’s happening at every southern border community in the US. They’re bringing Mexican Wuhan patients to the local hospitals in order to inflate the numbers. 

Also, the border crossings are wide open with no restrictions as to who can enter the country. CBP and local leadership are responsible for this."
9233,Cause they'refraudulent ...look at NV they voted for nobody for 10k+ votes dont make sense there'sthe 10k votes we need for nv
9234,
9235,"That statement alone makes her racist. She has no room to tell anyone about racism or attempt to tell a Major Selling artist who has more money and credibility than her anything. She may want to stay in her late night roll. 

Newest episodes below.
 HBT covered the 50 cent ordeal because the left had to attempt to bash him and they failed. Link is below."
9236,Hold on to your butts
9237,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9238,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9239,
9240,جامعتنا عباره عن مزرعه 🏃‍♀️
9241,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9242,"@blackantifa 
@blklivesmatter

BLM = BLDM

Black Lives Don't Matter

BLM = BULLSHIT!

SUCH A DISGRACE TO THEIR OWN RACE!

SEE ARTICLE BELOW!

ALL LIVES MATTER!

ABOUT BLACKS

From 1976 to 2005, 94 percent of black victims were killed by other African Americans. In fact, as I will demonstrate, high rates of black-on-black killing have been the norm for well over a century.

BLACK LIVES ONLY MATTER WHEN POLICE KILL BLACKS, BUT NOT WHEN BLACKS KILL BLACKS!

HOW STUPID!

THIS JUST PROVES THAT BLACK LIVES MATTER IS JUST AN EXCUSE FOR THE RIOTING, BURNING AND LOOTING BY BLACKS!

HOW PATHETIC!

SUCH BULLSHIT DEFUNDING POLICE.

POLICE SHOULD BE FUNDED MORE!

Send In The Federals!

Send In Thousands Of Federals!

The Need to Discuss Black-on-Black Crime"
9243,
9244,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9245,"🇺🇸 General Carlos 🇺🇸 (@GenCarlosQ17) Tweeted:
In #Fauci own words"
9246,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9247,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9248,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9249,When I went to go fund me to see the fund raiser results I could not find a fund raiser for you. I hope this is because your page there crashed and not that they are up to nefarious acts again!
9250,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9251,ProudBoysUSA.com
9252,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9253,You’d think they were trying to cheat or something??
9254,
9255,
9256,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9257,@OGBish
9258,"Welcome to #Parler! If you’ve got any videos you’d like to share, I recommend using @dbongino ‘s free speech alternative to the socialist platform YouTube, which is @Rumble. Check out a video I made here: that exposes the Globalist socialists network that calls itself the #illuminati to suck people in with cheap intrigue. Feel free to give me a follow if you like capitalism, Trump and/or Jewish Republican topics. Have fun!"
9259,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9260,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9261,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9262,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9263,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9264,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9265,
9266,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9267,"Their influence was purchased when they were in office and now being paid for with 65 million dollar pre book deal for Michael's becoming, Netflix multi million dollar payday for the hate campaign against Trump, 250 thousand dollars per speech. This is just a few and is how favors in office get laundered into cash payments after you leave office."
9268,
9269,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9270,Well there’s this. More proof masks are useless.
9271,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9272,Good Afternoon President Biden
9273,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9274,@Sociallyphobic You too 😂😂
9275,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9276,@N119
9277,Take MY guns that MY ancestors died so I could have to protect my family ......
9278,Happy Birthday Will. Hope you have a fabulous day!
9279,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9280,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9281,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9282,"Why does she need to lock that slide? It looks like a Glock. She just needs to pull the trigger! 
CALNIKONT.com/Extra Stuff/45-52 Zulu Gun"
9283,
9284,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9285,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9286,
9287,@StevenHigh
9288,Need to let ppl know that they can install it from they don't need Google or Apple
9289,
9290,"Thank You!!

Did you hear Democrat Andrew Yang Asks For Bar Codes To Show Proof of Vaccination.
Read exactly what this Nazi prick said :"
9291,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9292,
9293,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9294,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
9295,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9296,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9297,
9298,Faxing now. 😊
9299,Best Youtube alternatives
9300,
9301,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9302,Welcome to Parler! Help us MAKE AMERICA GREAT AGAIN by clicking the link below. Be sure to text TRUMP to 88022!
9303,
9304,"You made it! Congratulations on choosing Parler, the free speech platform. I'm here to help you navigate the app, answer any questions, and ensure you have the best Parler experience. Puedo ayudar en Español también! #parlerconcierge"
